"title","body","labels","assignees","milestone","state","state_reason"
"Abilities","bug: first time whirlwind is used, the mana cost rises slightly, but then works ok?","","","","completed",""
"Abilities","Warrior bugs: CAN USE abilities even though has no mana!!!!! I assume same with rogue? Bug related to UnitMaxState Function? Use native instead`? Something else is affecting it, because after a while / picking up item it gets fucked","","","","notStarted",""
"Abilities","RageENergy: Remove Aura Buffs Loop too heavy?","","","","notStarted",""
"Abilities","Rend seems overpowered with the attribute bonus?? (level 1 taking 80 dmg every 1 s)","","","","completed",""
"Abilities","Heroic strike too","","","","completed",""
"Abilities","^ Johtuu siitä ettei niitä ole Init confattu vielä.","","","","completed",""
"Abilities","Now many abilities will not work on Rogue or Warrior, and will display ""Cant be cast on Ancient"" >> Add Ancient to many spells?","","","","notStarted",""
"Abilities","healing wave does 0 healing; still does 0","","","","notStarted",""
"Abilities","Skyfury still does not work -- test now","","","","completed",""
"Abilities","Rejuvenation at some point gets broken, cant cast on friendy units","","","","notStarted",""
"Abilities","Now rage/energy works, but test again with mana+ / int items","","","","notStarted",""
"Abilities","Check if corrrcg sf source unit is set","","","","completed",""
"Abilities","Skyfury level 2 triggerimg has to be done","","","","notStarted",""
"Abilities","Bloodlust aura triggering, has to use dummy unit ""DummyBloodlust"" who will have the aura, and when generic timer runs out, the aura will also vanish","","","","notStarted",""
"Abilities","Primal Force could not be bought","","","","completed",""
"Abilities","Bloodlust gives Buff without the DummyAuraUnit, make the duration of real Bloodlust ability like 0.01 and only the DummyUnit generic timer decides the duration of Bloodlust","","","","notStarted",""
"Abilities","How to create for other levels 2, 3, 4... etc Aura triggers ???:  https://www.hiveworkshop.com/threads/life-increasing-aura.346806/","","","","notStarted",""
"Abilities","Would it make more sense to have Bloodlust just be castable like Roar? It feels like triggering it as aura is unnecessarily complicated, and Aura must not give Bloodlust to new units that were not near the caster!","","","","notStarted",""
"Abilities","Primal Force cast animation for Nazgrek atleast throws unit?? Change to Spell, also it stays on loop","","","","notStarted",""
"Abilities","Primal Force maybe Wind to add 5 seconds attack speed instead of 2","","","","completed",""
"Abilities","Blood lust; queue spell leaves caster animation stuck, needs also queue stand","","","","notStarted",""
"Abilities","Blood lust was not cast on allies / caster, BUT CAST ON ENEMIES!!!! and then only on 1 single unit","","","","completed",""
"Abilities","Skyfury bug: Target has 5+5 crit & spell ?!?!?!?! At least for rogue/ first unit other than the caster","","","","completed",""
"Abilities","Bloodlust crit not removed, can be infinitely added","","","","completed",""
"Abilities","Bloodlust is not applied if the unit already has the buff!! also crit should not be added again if the unit already has the buff...","","","","notStarted",""
"Abilities","Warrior trying to use items with (ABility AI trigger) can can stay in LOOONG Loop before trying to drop/go sell item - CAUSES FPS SPIKES, rogue oe others? does not have this issue","","","","notStarted",""
"Abilities","Primal force mana & hp gain are too low!! E.g., rank 1 returned 2,55 mana for Nazgrek and hp 5,3","","","","notStarted",""
"Abilities","Primal Force abilities Water and Fire only works when no other totems","","","","notStarted",""
"Abilities","Bloodlust crit still not removed","","","","completed",""
"Abilities","Interrupt spell - melee range; Some abilities cant be interrupted - use trigger Stop unit to interrupt his cast - lvl 1= interrupt, 2= adds 0.5s stun, 3= 1s, 4= 1.5, 5=2s stun","","","","notStarted",""
"Abilities","Healing rain to be replaced either with: 1) cast Healing Rain over area, non channeled 2) Healing Surge that has quick cast time, but after 3 casts with 0s cd, it will have 10s cd","","","","notStarted",""
"Abilities","Or and Lightwell type ability: cast stream of water and when unit goes next to it, will heal for x amount/heal over time, the stream has 3-5 charges","","","","notStarted",""
"Abilities","Lightwell same triggering/abillty like for Totem","","","","notStarted",""
"Abilities","Bloodlust crit bonus is not removed from the unit, but at least it it dies kit increase upon new bloodlust cast","","","","notStarted",""
"Abilities","https://www.hiveworkshop.com/threads/cooldown-after-multiple-cast.358781/ cd after multiple casts","","","","notStarted",""
"Abilities","Use Stun Snippet Lite, to do short stun 0.1s? when casting any Interrupt ability like Shaman's current not working Interrupt https://www.hiveworkshop-com/threads/stun-snippet-lite-v1-0.359109/","","","","notStarted",""
"Abilities","https://www.hiveworkshop.com/threads/tank-shells.315646/ for goblin engineer turret or Shredder form as ability?","","","","notStarted",""
"Abilities","Interrupt ability- check that its working, its just Stormbolt wuth short stun","","","","notStarted",""
"Abilities","Add interrupt to warrior, and rogue, same principle as with other added and removing abilities (remove normal storm bolt based ability, add new storm bolt, then remove the new after x time etc. See current triggers","","","","notStarted",""
"Abilities","Fear system for Warlock and other units that might use Fear: https://www.hiveworkshop.com/threads/fear-system-v1-1.359177/","","","","notStarted",""
"Hydra boss - wip","Maybe small hydra spawns near the area","","","","notStarted",""
"Hydra boss - wip","Jungle trolls worship this as their gid","","","","notStarted",""
"Hydra boss - wip","To summon the Hydra, you have to x, y, z","","","","notStarted",""
"Hydra boss - wip","Quest related are to destroy the Altar of Hydra x, to prevent the hydra from entering our realm. Quest will be failed in that sense","","","","notStarted",""
"Hydra boss - wip","The hydra will attack horde jungle bade","","","","notStarted",""
"Hydra boss - wip","Name?","","","","notStarted",""
"Hydra boss - wip","----------Abilities:","","","","notStarted",""
"Hydra boss - wip","Ability 1: waves","","","","notStarted",""
"Hydra boss - wip","Ability 2: spawn hydra hatchlings","","","","notStarted",""
"Hydra boss - wip","Ability 3: throw unit (requires jump stylish triggered ability)","","","","notStarted",""
"Hydra boss - wip","Ability 4: Smash; 3s cast time and then smashes causing -50% hp to units in front of the hydra, based on Stormstrike","","","","notStarted",""
"Altar of storms to be used somewhere, maybe felfire bastion or... - wip","To be used as miniboss location or","","","","notStarted",""
"Altar of storms to be used somewhere, maybe felfire bastion or... - wip","Multiple altars that have fel warlocks summoning rituals - rituals must be stopped to stop x from occurring","","","","notStarted",""
"Altar of storms to be used somewhere, maybe felfire bastion or... - wip","Quest related: discover Altar of Storms fel warlocks häpäisemä","","","","notStarted",""
"Story and quests in todo","Transfer to main word file, and with sub chapters for easier managing (shadowclaw / deadwoods / fel orcs / ghostridge arc","","","","completed",""
"Hiding units (Optimization) - tbd","Hide units in other further zones","","","","completed",""
"Hiding units (Optimization) - tbd","Maybe also pause them","","","","completed",""
"Hiding units (Optimization) - tbd","Hide and pause units every 5 seconds that are 10 000 range away from hero","","","","completed",""
"Hiding units (Optimization) - tbd","Can not be used: Nazgrek and zulkis could be away from each others, ai heroes not leveling and gaining items, introducing possible bugs ","","","","completed",""
"Hiding units (Optimization) - tbd","See chatgpt","","","","completed",""
"Hiding units (Optimization) - tbd","Could be used as: hide units further than 10 000 range from Nazgrek or Zul'kis =>>> picking units 10000 within them and the picking the rest, HideGroup, UnhideGroupNazgrek, UnhideGroupZulkks","","","","completed",""
"Hiding units (Optimization) - tbd","Pick all units.... unit is NOT in unit group UnhiddGroupNazgrek or Zulkis","","","","completed",""
"Hiding units (Optimization) - tbd","Update the hide loop every 5s OR run the hide/unhide trigger WHEN hero teleports using Home, or to dungeon, flying... etc.","","","","completed",""
"Hiding units (Optimization) - tbd","See chatgpt vjass code for this","","","","completed",""
"Hiding units (Optimization) - tbd","Maybe should include: exclude unit-types that can be added via API ???","","","","notStarted",""
"Hiding units (Optimization) - tbd","Give example to ai fom ur cinenatic on off truggers","","","","completed",""
"Hiding units (Optimization) - tbd","Add to refereceUnits; Tamed unit, summoned units by the Player Heroes, AI heroes","","","","notStarted",""
"Hiding units (Optimization) - tbd","Unit hider was not correctly called/started after Intro, worked when called by (unithider init 0 unithidersetsystem)","","","","completed",""
"Hiding units (Optimization) - tbd","nykyinen +5000 range aika hyvä, voi kokeilla tuntuuko +7000 mitään, nyt pyöri reippaasti 40-80 fps 1st person camerallakin","","","","completed",""
"Hiding units (Optimization) - tbd","it seems that Cinematic ON / OFF there are still issues how the system is called.","","","","completed",""
"Hiding units (Optimization) - tbd","some issues; after that cinematic, the system only works partialy","","","","completed",""
"Hiding units (Optimization) - tbd","range muuta 5500:ksi","","","","completed",""
"Hiding units (Optimization) - tbd","eli: järjestelmä lähti toimaan kunnolla vasta intro cinematic jälkeen + command: unithider setsystem","","","","completed",""
"Hiding units (Optimization) - tbd","test now with slight changes to Cinematic OFF","","","","completed",""
"Hiding units (Optimization) - tbd","Still issues: Works initially after intro cinematic (Cinematic OFF triggers) -> then new cinematic CInematic ON -> then cinematic OFF --> maybe order of calling the system and the cinematic trigger hiding units is wrong, or there needs to be waits used et","","","","completed",""
"Hiding units (Optimization) - tbd","Hiding system works from Intro CInematic Cleanup until the second CINEMATIC ON / CINEMATIC OFF, so something up with the logic of SystemEnable / Cinematic Hide groups","","","","completed",""
"Hiding units (Optimization) - tbd","Flaw in UnitHider_ReferenceCount, this number is incremented until no end, should be based of unit indexer, e.g., custom value of unit","","","","completed",""
"Hiding units (Optimization) - tbd","unit hider did not work at start, at least not properly hiding all","","","","completed",""
"Hiding units (Optimization) - tbd","Test now with following added; SetSystemEnabled is not called at init from GUI (Blocked in CinematicOFF) + added waits after CInematic OFF to get properly all units in the map","","","","completed",""
"Hiding units (Optimization) - tbd","For cibenatic off - use sinikary IntroCinenatic - set IntroCibenatic false after everything stripped.  M","","","","completed",""
"Hiding units (Optimization) - tbd","Naming: make all global variables and especially udg global variabes start with UnitHider_","","","","completed",""
"Hiding units (Optimization) - tbd","TEST: test that the system still works after modifications to variable names adding prefix UnitHider_, + changing some functions to private + making the script defined as library UnitHider - Result: private functions messed, test now without using ""privat","","","","notStarted",""
"Hiding units (Optimization) - tbd","Removing private"" functions did not help, the system is still now broken (yet before it worked flawlessly), now removing whole Library thing","","","","completed",""
"Hiding units (Optimization) - tbd","It probably did not work, because ""You should also be able to use udg variables from your globals blocks."" but probably not from within functions","","","","completed",""
"Hiding units (Optimization) - tbd","Here is some more info on the topic: https://www.hiveworkshop.com/threads/libraries-accessing-outside-variables-functions.308435/","","","","notStarted",""
"Hiding units (Optimization) - tbd","This is the cause:        exitwhen i >= udg_UDexMax , UDexMax is probably 0","","","","completed",""
"Hiding units (Optimization) - tbd","You have to count the number of referenceunits in place of udexmax","","","","completed",""
"Hiding units (Optimization) - tbd","Create udg_UnitHider_ReferenceGroup","","","","completed",""
"Hiding units (Optimization) - tbd","Add reference unit to reference group","","","","completed",""
"Hiding units (Optimization) - tbd","Remove unit from reference group when it dies","","","","completed",""
"Hiding units (Optimization) - tbd","Also create ignoredgroup","","","","completed",""
"Hiding units (Optimization) - tbd","Might be also something how Referenceunit(cv) is now done, maybe doesnt work like this or you have to map udg_CV to the system (i suggest creating new variable for cv for this syste","","","","notStarted",""
"Hiding units (Optimization) - tbd","Referenceunits in script probably uses referencecount still in its array value. Check how it its done in the loop","","","","notStarted",""
"Hiding units (Optimization) - tbd","Possible things wrong: 1) Using unit group method just does not work 2) library definition affects the system? 3) something else broken 4) probably has to go back (even from performance perspective) ReferenceUnitsCount / Array method","","","","notStarted",""
"Hiding units (Optimization) - tbd","Using array / count method 4) - need to keep track of the number when it is being decremented; think it through with AI","","","","notStarted",""
"Hiding units (Optimization) - tbd","Test: group thing now works at least hides, but it hides every single unit, so something up in checking the Units in ReferenceGroup","","","","notStarted",""
"Hiding units (Optimization) - tbd","ReferenceCount: what if we dont use it inside referenceunits?","","","","completed",""
"Hiding units (Optimization) - tbd","Also, ai or you might have fucked up something when adding prefix UnitHider_ into the functions","","","","completed",""
"Hiding units (Optimization) - tbd","Now it works with Group usage, some lag spikes, but not sure if its just basic AMD shit problem","","","","notStarted",""
"Fog - tbd","Store fog value","","","","notStarted",""
"Fog - tbd","When changing from day to night, set darker, when changing back and in same zone, retrieve stored fog","","","","notStarted",""
"Fog - tbd","Or something similar but better managed, ","","","","notStarted",""
"Fog - tbd","Also each zone discover trigger should have condition if daytime is night and set darker fog, almost like no fog at all","","","","notStarted",""
"Intro cinematic","First camera to start from further+ continue further","","","","completed",""
"Intro cinematic","Second camera more less angle not show horizon and less rotation","","","","completed",""
"Intro cinematic","Shadowclawspeed not set?","","","","completed",""
"Intro cinematic","Orc encounter camera to far away","","","","completed",""
"Intro cinematic","We dont need to bother with them more zoomed","","","","completed",""
"Intro cinematic","Get out my way camera more close","","","","completed",""
"Intro cinematic","Stop nazgrek when attacked","","","","completed",""
"Intro cinematic","Stop Shadowclaw when attacked","","","","completed",""
"Intro cinematic","Set time of day morning, to set the sunrise","","","","completed",""
"Intro cinematic","Fel orcs to go towards dark portal","","","","completed",""
"Intro cinematic","Dream effect while showing ""outland""","","","","completed",""
"Intro cinematic","Change group movement to ""pick every unit in unit group"" to avoid confusing movement for fel orcs","","","","completed",""
"Intro cinematic","Mannoroth portalin sivulle, että orcs voi juosta suoraan","","","","completed",""
"Intro cinematic","Guldan mahdollisesti sivulle","","","","completed",""
"Intro cinematic","Kulma siten ettei näy örkin sisälle.... Eli sivulta läheltä kulmassa, saisiko kameran vinoon 🤔","","","","completed",""
"Intro cinematic","Blades edge mountains sky","","","","completed",""
"Intro cinematic","Make Guldan cast drain life on dummy unit near Portal and approx end by portal birth anim length","","","","completed",""
"Intro cinematic","Mannorothin eteen light model unit, että voi remove","","","","completed",""
"Intro cinematic","Örkkien nopeus skaala pienemmäksi + lisää örkkejä takariviin 5-10","","","","completed",""
"Intro cinematic","BladesEdgeSky näyttää rumalta, saisiko paremmas jos saa Z suunnassa alemmas?","","","","completed",""
"Intro cinematic","Guldan did not cast life drain","","","","completed",""
"Intro cinematic","Dummy unit set as player passive","","","","completed",""
"Intro cinematic","Life drain kestää alle 1s, koska guldan hela täysi, ota helaa pois","","","","completed",""
"Intro cinematic","Issue: skip cinematic while rabbit in Nazgreks hand stays","","","","notStarted",""
"Intro cinematic","Skipping at some point leaves the intro music, related to disabled zone etc?","","","","notStarted",""
"Nazgrek wolf pet - wip","Nazgrek has wolf pet at the start","","","","completed",""
"Nazgrek wolf pet - wip","X kill the wolf pet, this starts a nazgrek specific quest chain to avenge his wolf","","","","notStarted",""
"Nazgrek wolf pet - wip","Wolf at the start is considered as party member and will always resurrect when dying, will res at gy","","","","completed",""
"Nazgrek wolf pet - wip","After the quest event, the pet will no longer resurrect","","","","notStarted",""
"Nazgrek wolf pet - wip","Maybe this could event be the starting intro, nazgrek is wandering with his wolf pet, and is attacked by x, the the real game will start at the hut","","","","completed",""
"Nazgrek wolf pet - wip","Intro gnoll attack could come much later, first the orcs are Neutral and somewhat rude to the shaman.","","","","notStarted",""
"Nazgrek wolf pet - wip","Add wander to wolf / companition when not moving, when moving remove wander","","","","notStarted",""
"Nazgrek wolf pet - wip","Wolf did not revive","","","","completed",""
"Nazgrek wolf pet - wip","Companion player alliances not set","","","","notStarted",""
"Nazgrek wolf pet - wip","Shadowclaw dying: set to invulnerable at lying ""dead"" - shadowclaw is fatigued - after 30s vontinue with 25% hp","","","","completed",""
"Nazgrek wolf pet - wip","You can feed companions (tameable) meat by inserting the meat into their inventory slot, the pet will consume no matter the hp - triggered heal + remove item","","","","completed",""
"Nazgrek wolf pet - wip","Add inventory slot to tameable units, shadowclaw, wolf, kodo, bear","","","","notStarted",""
"Nazgrek wolf pet - wip","When using Tame Beast the unit is replaced with ""tamed"" unit version, eg Ferocious Bear , any bear will always be just one type of bear. Hp, attack, armor is scaled by Heroes level who tames","","","","notStarted",""
"Nazgrek wolf pet - wip","Companions / tamed units affliction same as player 1, reps/ hostility","","","","notStarted",""
"Nazgrek wolf pet - wip","Tameable hp,dmg,armor scaling from 75% of Nazgrek value. Eg if naz hp is 1000, pet hp is 750","","","","notStarted",""
"Nazgrek wolf pet - wip","Shadowclaw HP scaling too weak","","","","completed",""
"Nazgrek wolf pet - wip","Shadowclaw armor scaling should greatly benefit from Nazgrek","","","","completed",""
"Nazgrek wolf pet - wip","Shadowclaw damage scaling not working or very low (now set to Shadowclaw + 75% of Nazgrek)","","","","completed",""
"Nazgrek wolf pet - wip","Shadowclaws armor should be 125 % of Heroes (now set to Shadowclaw + 80% of nazgrek)","","","","completed",""
"Nazgrek wolf pet - wip","Shadowclaw scaling to Nazgrek is reset when Revided (because spawns as new creature)","","","","completed",""
"Nazgrek wolf pet - wip","Dmg: check that weapon index 0 is correct","","","","completed",""
"Nazgrek wolf pet - wip","damage scaling not working","","","","completed",""
"Nazgrek wolf pet - wip","Other pet scaling to be similar to Shadowclaw, maybe slightly less scaling","","","","notStarted",""
"Nazgrek wolf pet - wip","Changing hero into Spirit Wolf and back changes Shadowclaw stats, make shadowclat not gain ""level"" when unit type us Nazgrek Spirit Wolf","","","","notStarted",""
"Fishing - tbd","Fish ability","","","","notStarted",""
"Fishing - tbd","Able to fish, fish can be used food to heal","","","","notStarted",""
"Fishing - tbd","Channelled spell, moving or attack or any action will cancel","","","","notStarted",""
"Fishing - tbd","Able to fish treasures","","","","notStarted",""
"Fishing - tbd","Able fish junk","","","","notStarted",""
"Weather - tbd","Conditions: rain must not start for players who are inside dungeon: gnoll hideout, crypt, fireland, dragon den","","","","notStarted",""
"Weather - tbd","Actions: rain and thunder effects must stop when player enters dungeon","","","","notStarted",""
"Weather - tbd","Thunder effect: https://www.hiveworkshop.com/threads/storm-v1-3-1-lightning-and-thunder.356042/ utilize this instead of current thunder during rain","","","","notStarted",""
"Weather - tbd","steam breath during raining (for some units? / Main units)","","","","notStarted",""
"Weather - tbd","configure / runTrigger Storm properly, now it currently uses the Demo map's ESC key","","","","notStarted",""
"Weather - tbd","Storm 1.3. did not work / get called properly","","","","notStarted",""
"Weather - tbd","Add debug test for the storm and maybe clouds too","","","","notStarted",""
"Weather - tbd","debug storm","","","","notStarted",""
"Weather - tbd","debug clouds","","","","notStarted",""
"Weather - tbd","debug storm remove","","","","notStarted",""
"Weather - tbd","debug clouds remove","","","","notStarted",""
"Weather - tbd","Calling the Storm, check API how to call it properly?","","","","notStarted",""
"Reputations / alliances - wip","Horde must be friendly to proceed with main story","","","","notStarted",""
"Reputations / alliances - wip","It is possible to lower rep with Horde by killing horde units, or quests/events where you aid humans","","","","notStarted",""
"Reputations / alliances - wip","Reps: enemy, neutral, friendly, covenant","","","","notStarted",""
"Reputations / alliances - wip","Not possible to talk with the faction if rep is hostile","","","","notStarted",""
"Reputations / alliances - wip","Rep gaining for Horde: quests, killing humans, killing gnolls, killing trolls","","","","notStarted",""
"Reputations / alliances - wip","Rep gaining for Riverbane humans: killing bandits, helping in the events, if  you decide to help humans at orc quest chain, huge rep is gained","","","","notStarted",""
"Reputations / alliances - wip","REP_Horde","","","","notStarted",""
"Reputations / alliances - wip","REP_Satyr","","","","notStarted",""
"Reputations / alliances - wip","REP_RiverbaneHuman","","","","notStarted",""
"Reputations / alliances - wip","REP_Alliance - always hostile, but mainstory may change that fact?","","","","notStarted",""
"Reputations / alliances - wip","REP_Felorcs - always hostile","","","","notStarted",""
"Reputations / alliances - wip","REP_Undead - always hostile","","","","notStarted",""
"Reputations / alliances - wip","Rep killing - based on unit level, e.g level 5 unit will give 5 rep","","","","notStarted",""
"Reputations / alliances - wip","Quests and event rep reward will depend on the difficulty and task relation of the quest.","","","","notStarted",""
"Reputations / alliances - wip","Different levels of rep status open up options for more quests, vendor merchant list / possible to use item if rep is certain. Otherwise when item without req rep, will be removed and its cost returned","","","","notStarted",""
"Reputations / alliances - wip","Reps (only relevant ones) to be added into multiboard with close options?","","","","notStarted",""
"Reputations / alliances - wip","Reputation gain is indicated using floating text - violet (also indicate - or +)","","","","notStarted",""
"Reputations / alliances - wip","When rep changes - to check if the faction status should be changed (alliance status)","","","","notStarted",""
"Undead voices ""gatekeeper"" you know nothing of fear","Use as boss voices","","","","notStarted",""
"Undead voices ""gatekeeper"" you know nothing of fear","Could search for this project / replicate style to create more soundtracks","","","","notStarted",""
"Jinzun - wip","Sound only when the player unit / camera is near him","","","","completed",""
"Jinzun - wip","Movement disabled when dialog or event active for Jinzun","","","","completed",""
"Jinzun - wip","After unknown entity, jinzun will mostly hang at the ""da fishing spot"", if there and clicked, nazgrek will ask about fish / jinzun will say spot related, also he will use animation to ""fish"" - only if he has fishing pole","","","","notStarted",""
"Jinzun - wip","After unkown entity, jinzun optional quest to retrieve his lost Fishing pole. Maybe the kobolds took it while he was walking around the forest","","","","completed",""
"Jinzun - wip","Jinzun is neutral unit, but ally of horde. Meaning no rep to horde from his quests","","","","notStarted",""
"Jinzun - wip","Add fishing pole to jinzun after Sargoth as ability left hand vs axe / other 1h","","","","notStarted",""
"Jinzun - wip","Remove fishing pole ability after unknown entity","","","","notStarted",""
"Jinzun - wip","It is possible to talk Satyr prince about the fishing pole. The satyr will laugh at the hero and ""you really think that we desire that old fool's wooden stick? Get out of my sight, fool!""","","","","notStarted",""
"Jinzun - wip","Add plague tree final renew seeds of life","","","","notStarted",""
"Quest / story flow chart - wip...","Main story ","","","","notStarted",""
"Quest / story flow chart - wip...","Main quests ","","","","notStarted",""
"Quest / story flow chart - wip...","Optional quests","","","","notStarted",""
"Quest / story flow chart - wip...","Events","","","","notStarted",""
"Quest / story flow chart - wip...","Quest givers","","","","notStarted",""
"Quest / story flow chart - wip...","Prerequisites","","","","notStarted",""
"Quest / story flow chart - wip...","Follow ups","","","","notStarted",""
"Quest / story flow chart - wip...","Objectives","","","","notStarted",""
"Quest / story flow chart - wip...","Some quests have options to choose and thus ALTernative paths which can also affect other quests and events","","","","notStarted",""
"Quest / story flow chart - wip...","Is excel good tool for this? Visually not, but as planning snd tracking its ok","","","","notStarted",""
"Human patrol(s) - wip","Human patrols moving randomly to different locations","","","","notStarted",""
"Human patrol(s) - wip","When moving - the tent is removed","","","","notStarted",""
"Human patrol(s) - wip","When staying - tent is build","","","","notStarted",""
"Human patrol(s) - wip","Can randomly have hero with them that will scout x area range","","","","notStarted",""
"Human patrol(s) - wip","1.a) Quest to destroy 3x human patrol tents","","","","notStarted",""
"Human patrol(s) - wip","1.b) kill the patrol leader, not found each time ","","","","notStarted",""
"Human patrol(s) - wip","2a) Patrol leader will drop Letter - the mission of the patrol to scout the xx of xxx and also a report written by the patrol leader of the foundings, thus could mean the humans are preparing to attack orcs","","","","notStarted",""
"Human patrol(s) - wip","3b) Follow up: take patrol human as prisoner and bring alive to base. The human can try to escape or attack.","","","","notStarted",""
"Human patrol(s) - wip","3b when the human is brought to camp, he/she is interrogated. He will tell that the human garrison near you is likely had report from one of our patrols. Their attack(s) may begin sooner or later.","","","","notStarted",""
"Human patrol(s) - wip","After this the human will start random attacks infinitely, until relevant follow up quests are done","","","","notStarted",""
"Human patrol(s) - wip","4a next step is to go to the human garrison nearby","","","","notStarted",""
"Human patrol(s) - wip","4b place explosive barrels to garrison barracks, watch tower, stables. Each explosive barrel will take 1 min to explode, defend the barrel while its igniting from attacking waves if humans","","","","notStarted",""
"Human patrol(s) - wip","4b barrel will set the designated area burning and all units near the explosive will explode/ did","","","","notStarted",""
"Human patrol(s) - wip","4b) if you run out of barrels, get more from base max barrels 3x per unit","","","","notStarted",""
"Human patrol(s) - wip","4c) after all the structures are burning, human X will come visit the garrison (reinforcements to garrison) wil state that you will regret doing this or pay for this, we will avange our brethren and will quickly escape.","","","","notStarted",""
"Human patrol(s) - wip","4c report back","","","","notStarted",""
"Human patrol(s) - wip","5) the quest chain is finished for now","","","","notStarted",""
"Gnoll ""chain"" - wip","1) aid the mountain camp (forced upon enter) - set ragno invilnerable / huge armor? / Resurrect if dies upon completion","","","","notStarted",""
"Gnoll ""chain"" - wip","2) blood signed letter to Thork","","","","notStarted",""
"Gnoll ""chain"" - wip","3) complete Granis quest","","","","notStarted",""
"Gnoll ""chain"" - wip","4) aid in the defense of mountain camp ","","","","notStarted",""
"Gnoll ""chain"" - wip","5) destroy gnoll camp in the south and find clues of their hideout","","","","notStarted",""
"Gnoll ""chain"" - wip","6.1) kill Deathlord, bring head as prove","","","","notStarted",""
"Gnoll ""chain"" - wip","6.2) gather stolen resources of the Horde from the hideout","","","","notStarted",""
"Gnoll ""chain"" - wip","6.3) purification, kill abomination and then purify the remains and the area of contamination and plague","","","","notStarted",""
"Gnoll ""chain"" - wip","6.4) important staff/x was stolen from orc x, retrieve it from any gnoll in hideout","","","","notStarted",""
"Frost trap","Activate immediately / 2s","","","","notStarted",""
"Frost trap","Slow effect for 10s","","","","notStarted",""
"Water","Sirensong yks vesi päi vittua","","","","completed",""
"Shadows","Delete all doodad + calculate shadows + cntr r (reverse delete)","","","","notStarted",""
"Models","Durotar startig area?","","","","notStarted",""
"Models","Import fixed orc models","","","","notStarted",""
"Models","Import new models","","","","notStarted",""
"Music","Suno legends of azeroth multiple","","","","notStarted",""
"Music","Suno ai muita mitä ladattu phone","","","","notStarted",""
"Music","Darktune3 - trailer music / epic music for epic battle / etc","","","","notStarted",""
"Hive workshop import models","Multiple assests for ported models category","","","","notStarted",""
"Credits excel","Most wow models: blizzard entertainment WoW models","","","","notStarted",""
"Credits excel","Only used models and textures","","","","notStarted",""
"Credits excel","Triggers and systems","","","","notStarted",""
"Credits excel","Xgm guru, discord group","","","","notStarted",""
"Credits excel","Hive workshop","","","","notStarted",""
"Goblins - wip","X , merchant near jinzun","","","","completed",""
"Goblins - wip","X , wyvern handler at y","","","","notStarted",""
"Goblins - wip","X , merchant in orc base","","","","notStarted",""
"Goblins - wip","X , merchant in lumber camp","","","","notStarted",""
"Goblins - wip","X , quest giver / boat ride giver on dead city","","","","completed",""
"Goblins - wip","X , quest giver / merchant in sirensong","","","","completed",""
"Goblins - wip","X , traveling neutral passive Hero AI with quests also","","","","notStarted",""
"Escort quests - tbd","Save x from y and escort him back to z safely","","","","notStarted",""
"Escort quests - tbd","Escort npcs will follow the player similar to Lumberpeon logic, but without running away randomly ","","","","notStarted",""
"Center arena","Modify arena terrain and spawn locations/triggers to fit new arena","","","","notStarted",""
"Center arena","Utilities vendor: sells barricades explosives, traps (ensnare), ice trap, fire trap","","","","completed",""
"Center arena","Utility vendors are near arena masters (satyr, horde, ogre)","","","","completed",""
"Center arena","Ogre and orc arena is shared","","","","notStarted",""
"Center arena","Bridge: how to use? Same as dragonpeaks?","","","","notStarted",""
"Sounds","Wow export, does it contain sounds that could fit gnoll + gnoll boss","","","","completed",""
"Terraining","Gnoll camp / figure out proper name btw","","","","completed",""
"Terraining","Dead forest city - figure name + add zone triggers - Dawnhold","","","","completed",""
"Terraining","Firelands - figure out layout more better and way to ragnaros","","","","notStarted",""
"Terraining","East forest area (name?) terraining","","","","notStarted",""
"Terraining","Most east swamp forest area terraining","","","","notStarted",""
"Terraining","Havenwoods terraining (prior)","","","","notStarted",""
"Terraining","Murloc area terraining (prior)","","","","notStarted",""
"Dead city on dead forest - wip","Lore background: fel orcs ravaged and destroyed hyman civilization in the now dead forest and the city xxx.","","","","notStarted",""
"Dead city on dead forest - wip","Lore: ...Appreantly the forest hunted and who knows what happened to the city of x. Unseen creatures, and horrors of darkness","","","","notStarted",""
"Dead city on dead forest - wip","Gar vois olla siten että joku quest aktivoi sen, joku skeltal mage ym herättää henkiin. Gar voisi olla Colossus tyylisesti pausetettuna jossain rituaalikehässä. Mutta ei välttämättä heti vaan joku quest chain alkaa tapahtua (spawnataan etc),","","","","notStarted",""
"Dead city on dead forest - wip","Näin ruined haunted city of x vaikuttaa mysteerisemmältä kun pelaaja menee ekan kerran","","","","notStarted",""
"Dead city on dead forest - wip","Has small harbour/dock. A trade/ ship route was maintained by humans, but now only goblins do, its risky as the city is haunted and on the way to the east, there is the fel orc wall","","","","notStarted",""
"Dead city on dead forest - wip","Quest: aid goblin to find necessary equipment to run ship. Eg ropes, supplies,","","","","notStarted",""
"Dead city on dead forest - wip","Lore: after the fel orcs set rampaged the city and its villagers, necromancers of the crypt got involved. They cursed the city and its deceased people into damnation. Skeletal necromancer X is maintaining the curse.","","","","notStarted",""
"Dead city on dead forest - wip","After meeting the necromancer X (trying to steal the Book of Damnation from its pedestal), he will raise the flesh golem Gar (made out of people) to wreak havoc.","","","","notStarted",""
